id,displayable_name,type,name,state,country
2458685,"New London, IA",Town,New London,IA,US
2459460,"Newhall, IA",Town,Newhall,IA,US
2459665,"Newton, IA",Town,Newton,IA,US
2462242,"Norwalk, IA",Town,Norwalk,IA,US
2463580,"Oakland, IA",Town,Oakland,IA,US
2464293,"Oelwein, IA",Town,Oelwein,IA,US
2464336,"Ogden, IA",Town,Ogden,IA,US
2464602,"Okoboji, IA",Town,Okoboji,IA,US
2465909,"Orange City, IA",Town,Orange City,IA,US
2466480,"Osage, IA",Town,Osage,IA,US
2466572,"Osceola, IA",Town,Osceola,IA,US
2466708,"Otho, IA",Town,Otho,IA,US
2466854,"Ottumwa, IA",Town,Ottumwa,IA,US
2470042,"Pella, IA",Town,Pella,IA,US
2470973,"Peterson, IA",Town,Peterson,IA,US
2474768,"Polk City Junction, IA",Town,Polk City Junction,IA,US
2479423,"Red Oak, IA",Town,Red Oak,IA,US
2479583,"Redfield, IA",Town,Redfield,IA,US
2480033,"Reinbeck, IA",Town,Reinbeck,IA,US
2480117,"Remsen, IA",Town,Remsen,IA,US
2480812,"Richland, IA",Town,Richland,IA,US
2481279,"Ridgeway, IA",Town,Ridgeway,IA,US
2482782,"Robins, IA",Town,Robins,IA,US
2483192,"Rock Rapids, IA",Town,Rock Rapids,IA,US
2483574,"Rockwell City, IA",Town,Rockwell City,IA,US
2485263,"Rowan, IA",Town,Rowan,IA,US
2486180,"Ryan, IA",Town,Ryan,IA,US
2490907,"Sergeant Bluff, IA",Town,Sergeant Bluff,IA,US
2493391,"Sidney, IA",Town,Sidney,IA,US
2496207,"South English, IA",Town,South English,IA,US
2497505,"Spencer, IA",Town,Spencer,IA,US
2500208,"Stone City, IA",Town,Stone City,IA,US
2500564,"Storm Lake, IA",Town,Storm Lake,IA,US
2500732,"Stratford, IA",Town,Stratford,IA,US
2506279,"Tiffin, IA",Town,Tiffin,IA,US
2506679,"Tipton, IA",Town,Tipton,IA,US
2508065,"Tripoli, IA",Town,Tripoli,IA,US
2508305,"Truro, IA",Town,Truro,IA,US
2510443,"Urbandale, IA",Town,Urbandale,IA,US
2512417,"Villisca, IA",Town,Villisca,IA,US
2512549,"Vinton, IA",Town,Vinton,IA,US
2513732,"Walnut, IA",Town,Walnut,IA,US
2514130,"Wapello, IA",Town,Wapello,IA,US
2515432,"Waukee, IA",Town,Waukee,IA,US
2515515,"Waverly, IA",Town,Waverly,IA,US
2515590,"Wayland, IA",Town,Wayland,IA,US
2517851,"West Union, IA",Town,West Union,IA,US
2518103,"Western, IA",Town,Western,IA,US
2521891,"Windsor Heights, IA",Town,Windsor Heights,IA,US
2523847,"Woodward, IA",Town,Woodward,IA,US
2351983,"Adamsville, AL",Town,Adamsville,AL,US
2353992,"Altoona, AL",Town,Altoona,AL,US
2354528,"Andalusia, AL",Town,Andalusia,AL,US
2355820,"Ariton, AL",Town,Ariton,AL,US
2356626,"Ashland, AL",Town,Ashland,AL,US
2357156,"Attalla, AL",Town,Attalla,AL,US
2360367,"Bayou la Batre, AL",Town,Bayou la Batre,AL,US
2360702,"Bear Creek, AL",Town,Bear Creek,AL,US
2363269,"Bessemer, AL",Town,Bessemer,AL,US
2366173,"Boaz, AL",Town,Boaz,AL,US
2368674,"Brewton, AL",Town,Brewton,AL,US
2370718,"Brundidge, AL",Town,Brundidge,AL,US
2373220,"Calera, AL",Town,Calera,AL,US
2377989,"Chancellor, AL",Town,Chancellor,AL,US
2378673,"Chatom, AL",Town,Chatom,AL,US
2380483,"Citronelle, AL",Town,Citronelle,AL,US
2380583,"Clanton, AL",Town,Clanton,AL,US
2383630,"Columbiana, AL",Town,Columbiana,AL,US
2386103,"Courtland, AL",Town,Courtland,AL,US
2388494,"Cusseta, AL",Town,Cusseta,AL,US
2391041,"Demopolis, AL",Town,Demopolis,AL,US
2398059,"Elberta, AL",Town,Elberta,AL,US
2398519,"Elkmont, AL",Town,Elkmont,AL,US
2399038,"Elmore, AL",Town,Elmore,AL,US
2399904,"Enterprise, AL",Town,Enterprise,AL,US
2400662,"Eva, AL",Town,Eva,AL,US
2400903,"Evergreen, AL",Town,Evergreen,AL,US
2404475,"Florala, AL",Town,Florala,AL,US
2408242,"Fyffe, AL",Town,Fyffe,AL,US
2408839,"Gardendale, AL",Town,Gardendale,AL,US
2409500,"Geneva, AL",Town,Geneva,AL,US
2409750,"Geraldine, AL",Town,Geraldine,AL,US
2412244,"Gordo, AL",Town,Gordo,AL,US
2412758,"Grand Bay, AL",Town,Grand Bay,AL,US
2414467,"Greensboro, AL",Town,Greensboro,AL,US
2415704,"Guntersville, AL",Town,Guntersville,AL,US
2415719,"Gurley, AL",Town,Gurley,AL,US
2419001,"Hayden, AL",Town,Hayden,AL,US
2419333,"Headland, AL",Town,Headland,AL,US
2419654,"Heflin, AL",Town,Heflin,AL,US
2419916,"Henagar, AL",Town,Henagar,AL,US
2422737,"Hodges, AL",Town,Hodges,AL,US
2422873,"Hokes Bluff, AL",Town,Hokes Bluff,AL,US
2423825,"Homewood, AL",Town,Homewood,AL,US
2424128,"Hoover, AL",Town,Hoover,AL,US
2424140,"Hoover, AL",Town,Hoover,AL,US
2425324,"Hueytown, AL",Town,Hueytown,AL,US
2427598,"Irondale, AL",Town,Irondale,AL,US
2428965,"Jemison, AL",Town,Jemison,AL,US
2437847,"Leeds, AL",Town,Leeds,AL,US
2438610,"Level Plains, AL",Town,Level Plains,AL,US
2439263,"Lillian, AL",Town,Lillian,AL,US
2439439,"Lincoln, AL",Town,Lincoln,AL,US
2444218,"Magnolia Springs, AL",Town,Magnolia Springs,AL,US
2445769,"Marion, AL",Town,Marion,AL,US
2449315,"Memphis, AL",Town,Memphis,AL,US
2449465,"Mentone, AL",Town,Mentone,AL,US
2451228,"Millbrook, AL",Town,Millbrook,AL,US
2453307,"Montevallo, AL",Town,Montevallo,AL,US
2453631,"Moody, AL",Town,Moody,AL,US
2454671,"Moulton, AL",Town,Moulton,AL,US
2455719,"Mountain Brook, AL",Town,Mountain Brook,AL,US
2456237,"Mulga, AL",Town,Mulga,AL,US
2457328,"Nauvoo, AL",Town,Nauvoo,AL,US
2462359,"Notasulga, AL",Town,Notasulga,AL,US
2464248,"Odenville, AL",Town,Odenville,AL,US
2467256,"Ozark, AL",Town,Ozark,AL,US
2470039,"Pell City, AL",Town,Pell City,AL,US
2471577,"Piedmont, AL",Town,Piedmont,AL,US
2471743,"Pike Road, AL",Town,Pike Road,AL,US
2471880,"Pinckard, AL",Town,Pinckard,AL,US
2472974,"Pinson, AL",Town,Pinson,AL,US
2473124,"Pisgah, AL",Town,Pisgah,AL,US
2478204,"Rainbow City, AL",Town,Rainbow City,AL,US
2478252,"Rainsville, AL",Town,Rainsville,AL,US
2479222,"Red Bay, AL",Town,Red Bay,AL,US
2482721,"Robertsdale, AL",Town,Robertsdale,AL,US
2490044,"Scottsboro, AL",Town,Scottsboro,AL,US
2490765,"Seminole, AL",Town,Seminole,AL,US
2490779,"Semmes, AL",Town,Semmes,AL,US
2492084,"Sheffield, AL",Town,Sheffield,AL,US
2493827,"Silverhill, AL",Town,Silverhill,AL,US
2498523,"Springville, AL",Town,Springville,AL,US
2501426,"Sulligent, AL",Town,Sulligent,AL,US
2503309,"Sylacauga, AL",Town,Sylacauga,AL,US
2503359,"Sylvan Springs, AL",Town,Sylvan Springs,AL,US
2503375,"Sylvania, AL",Town,Sylvania,AL,US
2505570,"Theodore, AL",Town,Theodore,AL,US
2505744,"Thomasville, AL",Town,Thomasville,AL,US
2508010,"Trinity, AL",Town,Trinity,AL,US
2508207,"Troy, AL",Town,Troy,AL,US
2508312,"Trussville, AL",Town,Trussville,AL,US
2508945,"Tuscumbia, AL",Town,Tuscumbia,AL,US
2508954,"Tuskegee, AL",Town,Tuskegee,AL,US
2509349,"Tyler, AL",Town,Tyler,AL,US
2510457,"Uriah, AL",Town,Uriah,AL,US
2510760,"Valley, AL",Town,Valley,AL,US
2511312,"Vandiver, AL",Town,Vandiver,AL,US
2511955,"Vestavia Hills, AL",Town,Vestavia Hills,AL,US
2512443,"Vincent, AL",Town,Vincent,AL,US
2515523,"Waverly, AL",Town,Waverly,AL,US
2515759,"Weaver, AL",Town,Weaver,AL,US
2516706,"West Blocton, AL",Town,West Blocton,AL,US
2516974,"West End Anniston, AL",Town,West End Anniston,AL,US
2518761,"Wetumpka, AL",Town,Wetumpka,AL,US
2519477,"White Plains, AL",Town,White Plains,AL,US
2521592,"Wilsonville, AL",Town,Wilsonville,AL,US
2522047,"Winfield, AL",Town,Winfield,AL,US
23417013,"Fort Rucker, AL",Town,Fort Rucker,AL,US
2351894,"Adams, OR",Town,Adams,OR,US
2354346,"Amity, OR",Town,Amity,OR,US
2355302,"Applegate, OR",Town,Applegate,OR,US
2355566,"Arch Cape, OR",Town,Arch Cape,OR,US
2357429,"Aumsville, OR",Town,Aumsville,OR,US
2357460,"Aurora, OR",Town,Aurora,OR,US
2358911,"Bandon, OR",Town,Bandon,OR,US
2366150,"Boardman, OR",Town,Boardman,OR,US
2367015,"Boring, OR",Town,Boring,OR,US
2369902,"Brookings, OR",Town,Brookings,OR,US
2370567,"Brownsville, OR",Town,Brownsville,OR,US
2372190,"Burns, OR",Town,Burns,OR,US
2374612,"Canyonville, OR",Town,Canyonville,OR,US
2375091,"Carlton, OR",Town,Carlton,OR,US
2376432,"Cave Junction, OR",Town,Cave Junction,OR,US
2384860,"Coquille, OR",Town,Coquille,OR,US
2385110,"Cornelius, OR",Town,Cornelius,OR,US
2385500,"Cottage Grove, OR",Town,Cottage Grove,OR,US
2386737,"Crater Lake, OR",Town,Crater Lake,OR,US
2386978,"Crescent, OR",Town,Crescent,OR,US
2387011,"Crescent Lake, OR",Town,Crescent Lake,OR,US
2388171,"Culver, OR",Town,Culver,OR,US
2388930,"Dallas, OR",Town,Dallas,OR,US
2389109,"Damascus, OR",Town,Damascus,OR,US
2389881,"Dayton, OR",Town,Dayton,OR,US
2390050,"Deadwood, OR",Town,Deadwood,OR,US
2393554,"Drain, OR",Town,Drain,OR,US
2394386,"Dundee, OR",Town,Dundee,OR,US
2398552,"Elkton, OR",Town,Elkton,OR,US
2399901,"Enterprise, OR",Town,Enterprise,OR,US
2400307,"Estacada, OR",Town,Estacada,OR,US
2401784,"Fairview, OR",Town,Fairview,OR,US
2404521,"Florence, OR",Town,Florence,OR,US
2409217,"Gaston, OR",Town,Gaston,OR,US
2410573,"Gladstone, OR",Town,Gladstone,OR,US
2411471,"Glide, OR",Town,Glide,OR,US
2411703,"Gold Hill, OR",Town,Gold Hill,OR,US
2416249,"Halfway, OR",Town,Halfway,OR,US
2417253,"Happy Valley, OR",Town,Happy Valley,OR,US
2417301,"Harbor, OR",Town,Harbor,OR,US
2418034,"Harrisburg, OR",Town,Harrisburg,OR,US
2418715,"Hauser, OR",Town,Hauser,OR,US
2419841,"Helvetia, OR",Town,Helvetia,OR,US
2420172,"Heppner, OR",Town,Heppner,OR,US
2426645,"Imnaha, OR",Town,Imnaha,OR,US
2428348,"Jacksonville, OR",Town,Jacksonville,OR,US
2430277,"Junction City, OR",Town,Junction City,OR,US
2434299,"La Pine, OR",Town,La Pine,OR,US
2435619,"Lakeview, OR",Town,Lakeview,OR,US
2436370,"Langlois, OR",Town,Langlois,OR,US
2445540,"Marcola, OR",Town,Marcola,OR,US
2446544,"Marylhurst, OR",Town,Marylhurst,OR,US
2448144,"Mckenzie Bridge, OR",Town,Mckenzie Bridge,OR,US
2454220,"Moro, OR",Town,Moro,OR,US
2455005,"Mount Hood, OR",Town,Mount Hood,OR,US
2456240,"Mulino, OR",Town,Mulino,OR,US
2460658,"North Bend, OR",Town,North Bend,OR,US
2462266,"Norway, OR",Town,Norway,OR,US
2462368,"Noti, OR",Town,Noti,OR,US
2462602,"Nyssa, OR",Town,Nyssa,OR,US
2462614,"O'brien, OR",Town,O'brien,OR,US
2463581,"Oakland, OR",Town,Oakland,OR,US
2465714,"Ontario, OR",Town,Ontario,OR,US
2466723,"Otis, OR",Town,Otis,OR,US
2466804,"Otter Rock, OR",Town,Otter Rock,OR,US
2467323,"Pacific City, OR",Town,Pacific City,OR,US
2470169,"Pendleton, OR",Town,Pendleton,OR,US
2471348,"Philomath, OR",Town,Philomath,OR,US
2473863,"Pleasant Hill, OR",Town,Pleasant Hill,OR,US
2476761,"Prineville, OR",Town,Prineville,OR,US
2476762,"Prineville Junction, OR",Town,Prineville Junction,OR,US
2479800,"Reedsport, OR",Town,Reedsport,OR,US
2483259,"Rockaway, OR",Town,Rockaway,OR,US
2483967,"Rogue River, OR",Town,Rogue River,OR,US
2488549,"Sandy, OR",Town,Sandy,OR,US
2489533,"Scappoose, OR",Town,Scappoose,OR,US
2492539,"Sherwood, OR",Town,Sherwood,OR,US
2494159,"Siskiyou, OR",Town,Siskiyou,OR,US
2497732,"Sprague River, OR",Town,Sprague River,OR,US
2501093,"Stumptown, OR",Town,Stumptown,OR,US
2501180,"Sublimity, OR",Town,Sublimity,OR,US
2506504,"Timberline Lodge, OR",Town,Timberline Lodge,OR,US
2506908,"Toledo, OR",Town,Toledo,OR,US
2508349,"Tualatin, OR",Town,Tualatin,OR,US
2508799,"Turner, OR",Town,Turner,OR,US
2509735,"Union, OR",Town,Union,OR,US
2510808,"Valley Falls, OR",Town,Valley Falls,OR,US
2511591,"Veneta, OR",Town,Veneta,OR,US
2511853,"Vernonia, OR",Town,Vernonia,OR,US
2512143,"Vida, OR",Town,Vida,OR,US
2514368,"Warren, OR",Town,Warren,OR,US
2514448,"Warrenton, OR",Town,Warrenton,OR,US
2519236,"White City, OR",Town,White City,OR,US
2520729,"Williams, OR",Town,Williams,OR,US
2522266,"Winston, OR",Town,Winston,OR,US
2522618,"Wolf Creek, OR",Town,Wolf Creek,OR,US
2524430,"Yachats, OR",Town,Yachats,OR,US
2524497,"Yamhill, OR",Town,Yamhill,OR,US
2525307,"Zigzag, OR",Town,Zigzag,OR,US
23417931,"Roseburg North, OR",Town,Roseburg North,OR,US
2351840,"Ada, OK",Town,Ada,OK,US
2351855,"Adair, OK",Town,Adair,OK,US
2354008,"Altus, OK",Town,Altus,OK,US
2354032,"Alva, OK",Town,Alva,OK,US
2354434,"Anadarko, OK",Town,Anadarko,OK,US
2355189,"Apache, OK",Town,Apache,OK,US
2356550,"Asher, OK",Town,Asher,OK,US
2357143,"Atoka, OK",Town,Atoka,OK,US
2358584,"Bald Hill, OK",Town,Bald Hill,OK,US
2363952,"Big Cedar, OK",Town,Big Cedar,OK,US
2365295,"Blanchard, OK",Town,Blanchard,OK,US
2368049,"Braman, OK",Town,Braman,OK,US
2369384,"Bristow, OK",Town,Bristow,OK,US
2373221,"Calera, OK",Town,Calera,OK,US
2376361,"Catoosa, OK",Town,Catoosa,OK,US
2378773,"Checotah, OK",Town,Checotah,OK,US
2379668,"Chickasha, OK",Town,Chickasha,OK,US
2380006,"Choctaw, OK",Town,Choctaw,OK,US
2380055,"Chouteau, OK",Town,Chouteau,OK,US
2382261,"Coalgate, OK",Town,Coalgate,OK,US
2384960,"Cordell, OK",Town,Cordell,OK,US
2386346,"Coweta, OK",Town,Coweta,OK,US
2386363,"Cowlington, OK",Town,Cowlington,OK,US
2386979,"Crescent, OK",Town,Crescent,OK,US
2388473,"Cushing, OK",Town,Cushing,OK,US
2388673,"Cyril, OK",Town,Cyril,OK,US
2389645,"Davis, OK",Town,Davis,OK,US
2390677,"Del City, OK",Town,Del City,OK,US
2394681,"Durant, OK",Town,Durant,OK,US
2401878,"Fairview, OK",Town,Fairview,OK,US
2402207,"Fame, OK",Town,Fame,OK,US
2402681,"Fay, OK",Town,Fay,OK,US
2403453,"Finley, OK",Town,Finley,OK,US
2405635,"Fort Cobb, OK",Town,Fort Cobb,OK,US
2405703,"Fort Gibson, OK",Town,Fort Gibson,OK,US
2406796,"Foyil, OK",Town,Foyil,OK,US
2407255,"Freedom, OK",Town,Freedom,OK,US
2411874,"Goldsby, OK",Town,Goldsby,OK,US
2415258,"Grove, OK",Town,Grove,OK,US
2415795,"Guymon, OK",Town,Guymon,OK,US
2418524,"Haskell, OK",Town,Haskell,OK,US
2418917,"Haworth, OK",Town,Haworth,OK,US
2423833,"Hominy, OK",Town,Hominy,OK,US
2431970,"Ketchum, OK",Town,Ketchum,OK,US
2432987,"Kiowa, OK",Town,Kiowa,OK,US
2437177,"Laverne, OK",Town,Laverne,OK,US
2438257,"Lenapah, OK",Town,Lenapah,OK,US
2439749,"Lindsay, OK",Town,Lindsay,OK,US
2440932,"Locust Grove, OK",Town,Locust Grove,OK,US
2441335,"Lone Grove, OK",Town,Lone Grove,OK,US
2443820,"Macomb, OK",Town,Macomb,OK,US
2444869,"Mannford, OK",Town,Mannford,OK,US
2444907,"Mannsville, OK",Town,Mannsville,OK,US
2445960,"Marlow, OK",Town,Marlow,OK,US
2447459,"Mcalester, OK",Town,Mcalester,OK,US
2449008,"Meeker, OK",Town,Meeker,OK,US
2450017,"Miami, OK",Town,Miami,OK,US
2450802,"Midwest City, OK",Town,Midwest City,OK,US
2454258,"Morris, OK",Town,Morris,OK,US
2454710,"Mounds, OK",Town,Mounds,OK,US
2456071,"Moyers, OK",Town,Moyers,OK,US
2456635,"Mustang, OK",Town,Mustang,OK,US
2456658,"Mutual, OK",Town,Mutual,OK,US
2459252,"Newalla, OK",Town,Newalla,OK,US
2459382,"Newcastle, OK",Town,Newcastle,OK,US
2459483,"Newkirk, OK",Town,Newkirk,OK,US
2460180,"Noble, OK",Town,Noble,OK,US
2460410,"Norge, OK",Town,Norge,OK,US
2460938,"North Enid, OK",Town,North Enid,OK,US
2464515,"Okemah, OK",Town,Okemah,OK,US
2464601,"Okmulgee, OK",Town,Okmulgee,OK,US
2465741,"Oologah, OK",Town,Oologah,OK,US
2467019,"Owasso, OK",Town,Owasso,OK,US
2469343,"Pauls Valley, OK",Town,Pauls Valley,OK,US
2469399,"Pawnee, OK",Town,Pawnee,OK,US
2474468,"Pocola, OK",Town,Pocola,OK,US
2474917,"Ponca City, OK",Town,Ponca City,OK,US
2477098,"Prue, OK",Town,Prue,OK,US
2477115,"Pryor, OK",Town,Pryor,OK,US
2477657,"Quapaw, OK",Town,Quapaw,OK,US
2487525,"Sallisaw, OK",Town,Sallisaw,OK,US
2490761,"Seminole, OK",Town,Seminole,OK,US
2494614,"Slaughterville, OK",Town,Slaughterville,OK,US
2494672,"Slick, OK",Town,Slick,OK,US
2497613,"Spiro, OK",Town,Spiro,OK,US
2499889,"Stigler, OK",Town,Stigler,OK,US
2501014,"Stroud, OK",Town,Stroud,OK,US
2501470,"Sulphur, OK",Town,Sulphur,OK,US
2504537,"Tecumseh, OK",Town,Tecumseh,OK,US
2504660,"Temple, OK",Town,Temple,OK,US
2505037,"Texhoma, OK",Town,Texhoma,OK,US
2505056,"Thackerville, OK",Town,Thackerville,OK,US
2505664,"Thomas, OK",Town,Thomas,OK,US
2506706,"Tishomingo, OK",Town,Tishomingo,OK,US
2512517,"Vinita, OK",Town,Vinita,OK,US
2515678,"Waynoka, OK",Town,Waynoka,OK,US
2516115,"Welch, OK",Town,Welch,OK,US
2518776,"Wewoka, OK",Town,Wewoka,OK,US
2524349,"Wynnewood, OK",Town,Wynnewood,OK,US
23509329,"Fort Sill, OK",Town,Fort Sill,OK,US
2351825,"Acworth, NH",Town,Acworth,NH,US
2353380,"Allenstown, NH",Town,Allenstown,NH,US
2353794,"Alstead Center, NH",Town,Alstead Center,NH,US
2353967,"Alton Bay, NH",Town,Alton Bay,NH,US
2354302,"Amherst, NH",Town,Amherst,NH,US
2354648,"Andover, NH",Town,Andover,NH,US
2357268,"Auburn, NH",Town,Auburn,NH,US
2359461,"Barnstead, NH",Town,Barnstead,NH,US
2359569,"Barrington, NH",Town,Barrington,NH,US
2367841,"Bradford, NH",Town,Bradford,NH,US
2369332,"Bristol, NH",Town,Bristol,NH,US
2369822,"Brookfield, NH",Town,Brookfield,NH,US
2369926,"Brookline, NH",Town,Brookline,NH,US
2374106,"Campton, NH",Town,Campton,NH,US
2374142,"Canaan, NH",Town,Canaan,NH,US
2374230,"Candia, NH",Town,Candia,NH,US
2374457,"Canterbury, NH",Town,Canterbury,NH,US
2377253,"Center Harbor, NH",Town,Center Harbor,NH,US
2377331,"Center Sandwich, NH",Town,Center Sandwich,NH,US
2377340,"Center Tuftonboro, NH",Town,Center Tuftonboro,NH,US
2378389,"Charlestown, NH",Town,Charlestown,NH,US
2379274,"Chester, NH",Town,Chester,NH,US
2379645,"Chichester, NH",Town,Chichester,NH,US
2380631,"Claremont, NH",Town,Claremont,NH,US
2384361,"Contoocook, NH",Town,Contoocook,NH,US
2385189,"Cornish, NH",Town,Cornish,NH,US
2390488,"Deerfield, NH",Town,Deerfield,NH,US
2395498,"East Derry, NH",Town,East Derry,NH,US
2395769,"East Kingston, NH",Town,East Kingston,NH,US
2396295,"East Wakefield, NH",Town,East Wakefield,NH,US
2397573,"Effingham, NH",Town,Effingham,NH,US
2399623,"Enfield, NH",Town,Enfield,NH,US
2399968,"Epsom, NH",Town,Epsom,NH,US
2400441,"Etna, NH",Town,Etna,NH,US
2403747,"Fitzwilliam, NH",Town,Fitzwilliam,NH,US
2406864,"Franconia, NH",Town,Franconia,NH,US
2406962,"Franklin, NH",Town,Franklin,NH,US
2407251,"Freedom, NH",Town,Freedom,NH,US
2407394,"Fremont, NH",Town,Fremont,NH,US
2410211,"Gilford, NH",Town,Gilford,NH,US
2410334,"Gilmanton Ironworks, NH",Town,Gilmanton Ironworks,NH,US
2410392,"Gilsum, NH",Town,Gilsum,NH,US
2412336,"Gorham, NH",Town,Gorham,NH,US
2414272,"Greenfield, NH",Town,Greenfield,NH,US
2414595,"Greenville, NH",Town,Greenville,NH,US
2416865,"Hampton Falls, NH",Town,Hampton Falls,NH,US
2420051,"Henniker, NH",Town,Henniker,NH,US
2422083,"Hillsboro, NH",Town,Hillsboro,NH,US
2422462,"Hinsdale, NH",Town,Hinsdale,NH,US
2422942,"Holderness, NH",Town,Holderness,NH,US
2424362,"Hopkinton, NH",Town,Hopkinton,NH,US
2428153,"Jackson, NH",Town,Jackson,NH,US
2428434,"Jaffrey, NH",Town,Jaffrey,NH,US
2431622,"Kensington, NH",Town,Kensington,NH,US
2432784,"Kingston, NH",Town,Kingston,NH,US
2436316,"Langdon, NH",Town,Langdon,NH,US
2437764,"Lee, NH",Town,Lee,NH,US
2439455,"Lincoln, NH",Town,Lincoln,NH,US
2439991,"Lisbon, NH",Town,Lisbon,NH,US
2443312,"Lyme, NH",Town,Lyme,NH,US
2443371,"Lyndeborough, NH",Town,Lyndeborough,NH,US
2445913,"Marlborough, NH",Town,Marlborough,NH,US
2449715,"Merrimack, NH",Town,Merrimack,NH,US
2451777,"Milton, NH",Town,Milton,NH,US
2453100,"Mont Vernon, NH",Town,Mont Vernon,NH,US
2454673,"Moultonborough, NH",Town,Moultonborough,NH,US
2457695,"Nelson, NH",Town,Nelson,NH,US
2458356,"New Hampton, NH",Town,New Hampton,NH,US
2458677,"New London, NH",Town,New London,NH,US
2459656,"Newton, NH",Town,Newton,NH,US
2460834,"North Conway, NH",Town,North Conway,NH,US
2461065,"North Hampton, NH",Town,North Hampton,NH,US
2461702,"North Sutton, NH",Town,North Sutton,NH,US
2462103,"Northwood, NH",Town,Northwood,NH,US
2466650,"Ossipee, NH",Town,Ossipee,NH,US
2473267,"Pittsfield, NH",Town,Pittsfield,NH,US
2487485,"Salisbury, NH",Town,Salisbury,NH,US
2488254,"Sanbornton, NH",Town,Sanbornton,NH,US
2488255,"Sanbornville, NH",Town,Sanbornville,NH,US
2490228,"Seabrook, NH",Town,Seabrook,NH,US
2496817,"South Tamworth, NH",Town,South Tamworth,NH,US
2500676,"Strafford, NH",Town,Strafford,NH,US
2500764,"Stratham, NH",Town,Stratham,NH,US
2501432,"Sullivan, NH",Town,Sullivan,NH,US
2502686,"Surry, NH",Town,Surry,NH,US
2502774,"Sutton, NH",Town,Sutton,NH,US
2503911,"Tamworth, NH",Town,Tamworth,NH,US
2506395,"Tilton, NH",Town,Tilton,NH,US
2508463,"Tuftonboro, NH",Town,Tuftonboro,NH,US
2513240,"Wakefield, NH",Town,Wakefield,NH,US
2514362,"Warren, NH",Town,Warren,NH,US
2515714,"Weare, NH",Town,Weare,NH,US
2515882,"Webster, NH",Town,Webster,NH,US
2518367,"Westmoreland, NH",Town,Westmoreland,NH,US
2519636,"Whitefield, NH",Town,Whitefield,NH,US
2521607,"Wilton, NH",Town,Wilton,NH,US
2521695,"Winchester, NH",Town,Winchester,NH,US
23417701,"Woodsville, NH",Town,Woodsville,NH,US
2354643,"Andover, KS",Town,Andover,KS,US
2355844,"Arkansas City, KS",Town,Arkansas City,KS,US
2356895,"Atchison, KS",Town,Atchison,KS,US
2357380,"Augusta, KS",Town,Augusta,KS,US
2358637,"Baldwin City, KS",Town,Baldwin City,KS,US
2362311,"Beloit, KS",Town,Beloit,KS,US
2362520,"Benedict, KS",Town,Benedict,KS,US
2363053,"Bern, KS",Town,Bern,KS,US
2365859,"Blue Rapids, KS",Town,Blue Rapids,KS,US
2366711,"Bonner Springs, KS",Town,Bonner Springs,KS,US
2374172,"Canada, KS",Town,Canada,KS,US
2377638,"Centralia, KS",Town,Centralia,KS,US
2378079,"Chanute, KS",Town,Chanute,KS,US
2378188,"Chapman, KS",Town,Chapman,KS,US
2380990,"Clay Center, KS",Town,Clay Center,KS,US
2382563,"Coffeyville, KS",Town,Coffeyville,KS,US
2382816,"Coldwater, KS",Town,Coldwater,KS,US
2384048,"Concordia, KS",Town,Concordia,KS,US
2384389,"Conway, KS",Town,Conway,KS,US
2385747,"Council Grove, KS",Town,Council Grove,KS,US
2387784,"Croweburg, KS",Town,Croweburg,KS,US
2390946,"Delphos, KS",Town,Delphos,KS,US
2391114,"Denmark, KS",Town,Denmark,KS,US
2397551,"Edwardsville, KS",Town,Edwardsville,KS,US
2398684,"Ellinwood, KS",Town,Ellinwood,KS,US
2398756,"Ellis, KS",Town,Ellis,KS,US
2399543,"Emporia, KS",Town,Emporia,KS,US
2400051,"Erie, KS",Town,Erie,KS,US
2401968,"Fairway, KS",Town,Fairway,KS,US
2406964,"Franklin, KS",Town,Franklin,KS,US
2407867,"Frontenac, KS",Town,Frontenac,KS,US
2408758,"Garden City, KS",Town,Garden City,KS,US
2408807,"Garden Plain, KS",Town,Garden Plain,KS,US
2409037,"Garnett, KS",Town,Garnett,KS,US
2409712,"Georgia, KS",Town,Georgia,KS,US
2410451,"Girard, KS",Town,Girard,KS,US
2413575,"Great Bend, KS",Town,Great Bend,KS,US
2413658,"Green, KS",Town,Green,KS,US
2414496,"Greensburg, KS",Town,Greensburg,KS,US
2419148,"Haysville, KS",Town,Haysville,KS,US
2420521,"Hesston, KS",Town,Hesston,KS,US
2420625,"Hiawatha, KS",Town,Hiawatha,KS,US
2422902,"Holcomb, KS",Town,Holcomb,KS,US
2425508,"Humboldt, KS",Town,Humboldt,KS,US
2426190,"Hutchins, KS",Town,Hutchins,KS,US
2429295,"Jewell, KS",Town,Jewell,KS,US
2430279,"Junction City, KS",Town,Junction City,KS,US
2430685,"Kansas Falls, KS",Town,Kansas Falls,KS,US
2432556,"Kingman, KS",Town,Kingman,KS,US
2434178,"La Cygne, KS",Town,La Cygne,KS,US
2434389,"Labette, KS",Town,Labette,KS,US
2435846,"Lakin, KS",Town,Lakin,KS,US
2439757,"Lindsborg, KS",Town,Lindsborg,KS,US
2444351,"Maize, KS",Town,Maize,KS,US
2445766,"Marion, KS",Town,Marion,KS,US
2446572,"Marysville, KS",Town,Marysville,KS,US
2448382,"Mcpherson, KS",Town,Mcpherson,KS,US
2449652,"Merriam, KS",Town,Merriam,KS,US
